Flight/Train/Ship number,Departure & arrival,Date of travel,Related cases,Seat Number (if known)
CX750,Bangkok,28/12/2022,,Unknown
NZ81,Auckland,28/12/2022,,Unknown
NZ81,Auckland,28/12/2022,,61D
CX501,Tokyo,28/12/2022,,Unknown
FD500,Bangkok,28/12/2022,,19B
UO623,Tokyo,28/12/2022,,Unknown
TR978,Singapore,28/12/2022,,Unknown
FD500,Bangkok,28/12/2022,,23C
TR978,Singapore,28/12/2022,,34J
UO705,Bangkok,28/12/2022,,Unknown
CX780,Surabaya,28/12/2022,,Unknown
NH859,Tokyo,28/12/2022,,Unknown
TR978,Singapore,28/12/2022,,34K
CX595,Osaka,28/12/2022,,44A
NZ81,Auckland,28/12/2022,,Unknown
NZ81,Auckland,28/12/2022,,Unknown
CX595,Osaka,28/12/2022,,Unknown
HX619,Osaka,28/12/2022,,Unknown
