As of date,As of time,Other countries/areas,Number of cases/confirmed cases,Number of deaths among confirmed cases,Remark
13/03/2020,9:00,Finland,109,0,
13/03/2020,9:00,France,2876,61,
13/03/2020,9:00,French Guiana,5,0,
13/03/2020,9:00,French Polynesia,1,0,
13/03/2020,9:00,Georgia,23,0,
13/03/2020,9:00,Germany,2369,5,
13/03/2020,9:00,Gibraltar,1,0,
13/03/2020,9:00,Greece,133,1,
13/03/2020,9:00,Guernsey,1,0,
13/03/2020,9:00,Holy See,1,0,
13/03/2020,9:00,Honduras,2,0,
13/03/2020,9:00,Hong Kong Special Administrative Region,132,3,Including 1 probable case
13/03/2020,9:00,Hungary,13,0,
13/03/2020,9:00,Iceland,61,0,
13/03/2020,9:00,India,73,0,
13/03/2020,9:00,Indonesia,34,1,
13/03/2020,9:00,Iran,10075,429,
13/03/2020,9:00,Iraq,70,7,
13/03/2020,9:00,Ireland,70,1,
13/03/2020,9:00,Israel,75,0,
13/03/2020,9:00,Italy,15113,1016,
13/03/2020,9:00,Jamaica,1,0,
13/03/2020,9:00,Japan,675,19,Excluding 697 cases were confirmed among passengers/crews in a cruise ship (including 7 fatal cases)
13/03/2020,9:00,Jordan,1,0,
13/03/2020,9:00,Kuwait,80,0,
13/03/2020,9:00,Latvia,16,0,
13/03/2020,9:00,Lebanon,66,3,
13/03/2020,9:00,Liechtenstein,1,0,
13/03/2020,9:00,Lithuania,3,0,
13/03/2020,9:00,Luxembourg,17,0,
13/03/2020,9:00,Macao Special Administrative Region,10,0,
13/03/2020,9:00,Malaysia,158,0,
13/03/2020,9:00,Maldives,8,0,
13/03/2020,9:00,Malta,6,0,
13/03/2020,9:00,Martinique,3,0,
13/03/2020,9:00,Mexico,11,0,
13/03/2020,9:00,Monaco,1,0,
13/03/2020,9:00,Mongolia,1,0,
13/03/2020,9:00,Morocco,5,1,
13/03/2020,9:00,Nepal,1,0,
13/03/2020,9:00,Netherlands,614,5,
13/03/2020,9:00,New Zealand,5,0,
13/03/2020,9:00,Nigeria,2,0,
13/03/2020,9:00,North Macedonia,7,0,
13/03/2020,9:00,Norway,489,0,
13/03/2020,9:00,Palestine,26,0,
13/03/2020,9:00,Oman,18,0,
13/03/2020,9:00,Pakistan,19,0,
13/03/2020,9:00,Panama,10,1,
13/03/2020,9:00,Paraguay,5,0,
13/03/2020,9:00,Peru,17,0,
13/03/2020,9:00,Philippines,52,2,
13/03/2020,9:00,Poland,44,0,
13/03/2020,9:00,Portugal,41,0,
13/03/2020,9:00,Qatar,24,0,
13/03/2020,9:00,Korea,7979,67,
13/03/2020,9:00,Republic of Moldova,4,0,
13/03/2020,9:00,Romania,48,0,
13/03/2020,9:00,Russia,20,0,
13/03/2020,9:00,Saint Barthélemy,1,0,
13/03/2020,9:00,Saint Martin,2,0,
13/03/2020,9:00,San Marino,63,2,
13/03/2020,9:00,Saudi Arabia,21,0,
13/03/2020,9:00,Senegal,4,0,
13/03/2020,9:00,Serbia,19,0,
13/03/2020,9:00,Singapore,187,0,
13/03/2020,9:00,Slovakia,10,0,
13/03/2020,9:00,Slovenia,57,0,
13/03/2020,9:00,South Africa,13,0,
13/03/2020,9:00,Spain,2965,84,
13/03/2020,9:00,Sri Lanka,2,0,
13/03/2020,9:00,Sweden,620,0,
13/03/2020,9:00,Switzerland,814,6,
13/03/2020,9:00,Taiwan,49,1,
13/03/2020,9:00,Thailand,70,1,
13/03/2020,9:00,United Kingdom,594,8,
13/03/2020,9:00,Togo,1,0,
13/03/2020,9:00,Tunisia,6,0,
13/03/2020,9:00,Turkey,1,0,
13/03/2020,9:00,Ukraine,1,0,
13/03/2020,9:00,United Arab Emirates,74,0,
13/03/2020,9:00,United States of America,1215,36,Excluding persons repatriated to the United States by chartered flight: 46 cases (Diamond Princess Cruise ship) and 3 cases (Wuhan)
13/03/2020,9:00,Viet Nam,39,0,
13/03/2020,18:00,Afghanistan,4,0,
13/03/2020,18:00,Albania,2,0,
13/03/2020,18:00,Algeria,17,0,
13/03/2020,18:00,Andorra,1,0,
13/03/2020,18:00,Argentina,19,1,
13/03/2020,18:00,Armenia,1,0,
13/03/2020,18:00,Australia,156,3,
13/03/2020,18:00,Austria,361,1,
13/03/2020,18:00,Azerbaijan,9,0,
13/03/2020,18:00,Bahrain,189,0,
13/03/2020,18:00,Bangladesh,3,0,
13/03/2020,18:00,Belarus,12,0,
13/03/2020,18:00,Belgium,399,3,
13/03/2020,18:00,Bhutan,1,0,
13/03/2020,18:00,Bolivia,2,0,
13/03/2020,18:00,Bosnia and Herzegovina,4,0,
13/03/2020,18:00,Brazil,52,0,
13/03/2020,18:00,Brunei Darussalam,12,0,
13/03/2020,18:00,Bulgaria,7,1,
13/03/2020,18:00,Burkina Faso,2,0,
13/03/2020,18:00,Cambodia,3,0,
13/03/2020,18:00,Cameroon,2,0,
13/03/2020,18:00,Canada,138,1,
13/03/2020,18:00,Chile,23,0,
13/03/2020,18:00,Colombia,9,0,
13/03/2020,18:00,Costa Rica,13,0,
13/03/2020,18:00,Côte d’Ivoire,1,0,
13/03/2020,18:00,Croatia,16,0,
13/03/2020,18:00,Cyprus,6,0,
13/03/2020,18:00,Czech Republic,116,5,
13/03/2020,18:00,Democratic Republic of the Congo,1,0,
13/03/2020,18:00,Denmark,674,0,
13/03/2020,18:00,Dominican Republic,5,0,
13/03/2020,18:00,Ecuador,17,0,
13/03/2020,18:00,Egypt,67,1,
13/03/2020,18:00,Estonia,13,0,
13/03/2020,18:00,Faroe Islands,2,0,
13/03/2020,18:00,Finland,109,0,
13/03/2020,18:00,France,2876,61,
13/03/2020,18:00,French Guiana,5,0,
13/03/2020,18:00,French Polynesia,1,0,
13/03/2020,18:00,Georgia,23,0,
13/03/2020,18:00,Germany,2369,5,
13/03/2020,18:00,Gibraltar,1,0,
13/03/2020,18:00,Greece,133,1,
13/03/2020,18:00,Guernsey,1,0,
13/03/2020,18:00,Holy See,1,0,
13/03/2020,18:00,Honduras,2,0,
13/03/2020,18:00,Hong Kong Special Administrative Region,135,4,Including 1 probable case
13/03/2020,18:00,Hungary,13,0,
13/03/2020,18:00,Iceland,61,0,
13/03/2020,18:00,India,73,0,
13/03/2020,18:00,Indonesia,34,1,
13/03/2020,18:00,Iran,10075,429,
13/03/2020,18:00,Iraq,70,7,
13/03/2020,18:00,Ireland,70,1,
13/03/2020,18:00,Israel,75,0,
13/03/2020,18:00,Italy,15113,1016,
13/03/2020,18:00,Jamaica,1,0,
13/03/2020,18:00,Japan,675,19,Excluding 697 cases were confirmed among passengers/crews in a cruise ship (including 7 fatal cases)
13/03/2020,18:00,Jordan,1,0,
13/03/2020,18:00,Kuwait,80,0,
13/03/2020,18:00,Latvia,16,0,
13/03/2020,18:00,Lebanon,66,3,
13/03/2020,18:00,Liechtenstein,1,0,
13/03/2020,18:00,Lithuania,3,0,
13/03/2020,18:00,Luxembourg,17,0,
13/03/2020,18:00,Macao Special Administrative Region,10,0,
13/03/2020,18:00,Malaysia,158,0,
13/03/2020,18:00,Maldives,8,0,
13/03/2020,18:00,Malta,6,0,
13/03/2020,18:00,Martinique,3,0,
13/03/2020,18:00,Mexico,11,0,
13/03/2020,18:00,Monaco,1,0,
13/03/2020,18:00,Mongolia,1,0,
13/03/2020,18:00,Morocco,5,1,
13/03/2020,18:00,Nepal,1,0,
13/03/2020,18:00,Netherlands,614,5,
13/03/2020,18:00,New Zealand,5,0,
13/03/2020,18:00,Nigeria,2,0,
13/03/2020,18:00,North Macedonia,7,0,
13/03/2020,18:00,Norway,489,0,
13/03/2020,18:00,Palestine,26,0,
13/03/2020,18:00,Oman,18,0,
13/03/2020,18:00,Pakistan,19,0,
13/03/2020,18:00,Panama,10,1,
13/03/2020,18:00,Paraguay,5,0,
13/03/2020,18:00,Peru,17,0,
13/03/2020,18:00,Philippines,52,2,
13/03/2020,18:00,Poland,44,0,
13/03/2020,18:00,Portugal,41,0,
13/03/2020,18:00,Qatar,24,0,
13/03/2020,18:00,Korea,7979,67,
13/03/2020,18:00,Republic of Moldova,4,0,
13/03/2020,18:00,Romania,48,0,
13/03/2020,18:00,Russia,20,0,
13/03/2020,18:00,Saint Barthélemy,1,0,
13/03/2020,18:00,Saint Martin,2,0,
13/03/2020,18:00,San Marino,63,2,
13/03/2020,18:00,Saudi Arabia,21,0,
13/03/2020,18:00,Senegal,4,0,
13/03/2020,18:00,Serbia,19,0,
13/03/2020,18:00,Singapore,187,0,
13/03/2020,18:00,Slovakia,10,0,
13/03/2020,18:00,Slovenia,57,0,
13/03/2020,18:00,South Africa,13,0,
13/03/2020,18:00,Spain,2965,84,
13/03/2020,18:00,Sri Lanka,2,0,
13/03/2020,18:00,Sweden,620,0,
13/03/2020,18:00,Switzerland,815,6,
13/03/2020,18:00,Taiwan,49,1,
13/03/2020,18:00,Thailand,70,1,
13/03/2020,18:00,United Kingdom,594,8,
13/03/2020,18:00,Togo,1,0,
13/03/2020,18:00,Tunisia,6,0,
13/03/2020,18:00,Turkey,1,0,
13/03/2020,18:00,Ukraine,1,0,
13/03/2020,18:00,United Arab Emirates,74,0,
13/03/2020,18:00,United States of America,1215,36,Excluding persons repatriated to the United States by chartered flight: 46 cases (Diamond Princess Cruise ship) and 3 cases (Wuhan)
13/03/2020,18:00,Viet Nam,39,0,
14/03/2020,9:00,Afghanistan,4,0,
14/03/2020,9:00,Albania,2,0,
14/03/2020,9:00,Algeria,17,1,
14/03/2020,9:00,Andorra,1,0,
14/03/2020,9:00,Argentina,31,1,
14/03/2020,9:00,Armenia,1,0,
14/03/2020,9:00,Australia,197,3,
14/03/2020,9:00,Austria,504,1,
14/03/2020,9:00,Azerbaijan,11,0,
14/03/2020,9:00,Bahrain,195,0,
14/03/2020,9:00,Bangladesh,3,0,
14/03/2020,9:00,Belarus,21,0,
14/03/2020,9:00,Belgium,559,4,
14/03/2020,9:00,Bhutan,1,0,
14/03/2020,9:00,Bolivia,3,0,
14/03/2020,9:00,Bosnia and Herzegovina,13,0,
14/03/2020,9:00,Brazil,77,0,
14/03/2020,9:00,Brunei Darussalam,12,0,
14/03/2020,9:00,Bulgaria,7,1,
14/03/2020,9:00,Burkina Faso,2,0,
14/03/2020,9:00,Cambodia,5,0,
14/03/2020,9:00,Cameroon,2,0,
14/03/2020,9:00,Canada,138,1,
14/03/2020,9:00,Chile,33,0,
14/03/2020,9:00,Colombia,9,0,
14/03/2020,9:00,Costa Rica,22,0,
14/03/2020,9:00,Côte d’Ivoire,1,0,
14/03/2020,9:00,Croatia,31,0,
14/03/2020,9:00,Cuba,3,0,
14/03/2020,9:00,Cyprus,14,0,
14/03/2020,9:00,Czech Republic,116,5,
14/03/2020,9:00,Democratic Republic of the Congo,1,0,
14/03/2020,9:00,Denmark,801,0,
14/03/2020,9:00,Dominican Republic,5,0,
14/03/2020,9:00,Ecuador,17,0,
14/03/2020,9:00,Egypt,67,1,
14/03/2020,9:00,Estonia,79,0,
14/03/2020,9:00,Faroe Islands,2,0,
14/03/2020,9:00,Finland,155,0,
14/03/2020,9:00,France,3661,61,
14/03/2020,9:00,French Guiana,6,0,
14/03/2020,9:00,French Polynesia,1,0,
14/03/2020,9:00,Georgia,25,0,
14/03/2020,9:00,Germany,3062,5,
14/03/2020,9:00,Gibraltar,1,0,
14/03/2020,9:00,Greece,133,1,
14/03/2020,9:00,Guernsey,1,0,
14/03/2020,9:00,Guyana,1,1,
14/03/2020,9:00,Holy See,1,0,
14/03/2020,9:00,Honduras,2,0,
14/03/2020,9:00,Hong Kong Special Administrative Region,138,4,Including 1 probable case
14/03/2020,9:00,Hungary,19,0,
14/03/2020,9:00,Iceland,105,0,
14/03/2020,9:00,India,74,1,
14/03/2020,9:00,Indonesia,34,1,
14/03/2020,9:00,Iran,11364,514,
14/03/2020,9:00,Iraq,70,7,
14/03/2020,9:00,Ireland,90,1,
14/03/2020,9:00,Israel,126,0,
14/03/2020,9:00,Italy,17660,1266,
14/03/2020,9:00,Jamaica,1,0,
14/03/2020,9:00,Japan,716,21,Excluding 697 cases were confirmed among passengers/crews in a cruise ship (including 7 fatal cases)
14/03/2020,9:00,Jersey,2,0,
14/03/2020,9:00,Jordan,1,0,
14/03/2020,9:00,Kazakhstan,1,0,
14/03/2020,9:00,Korea,8086,72,
14/03/2020,9:00,Kuwait,80,0,
14/03/2020,9:00,Latvia,17,0,
14/03/2020,9:00,Lebanon,66,3,
14/03/2020,9:00,Liechtenstein,4,0,
14/03/2020,9:00,Lithuania,6,0,
14/03/2020,9:00,Luxembourg,17,0,
14/03/2020,9:00,Macao Special Administrative Region,10,0,
14/03/2020,9:00,Malaysia,197,0,
14/03/2020,9:00,Maldives,8,0,
14/03/2020,9:00,Malta,9,0,
14/03/2020,9:00,Martinique,4,0,
14/03/2020,9:00,Mexico,12,0,
14/03/2020,9:00,Monaco,1,0,
14/03/2020,9:00,Mongolia,1,0,
14/03/2020,9:00,Morocco,6,1,
14/03/2020,9:00,Nepal,1,0,
14/03/2020,9:00,Netherlands,804,5,
14/03/2020,9:00,New Zealand,5,0,
14/03/2020,9:00,Nigeria,2,0,
14/03/2020,9:00,North Macedonia,9,0,
14/03/2020,9:00,Norway,750,0,
14/03/2020,9:00,Oman,18,0,
14/03/2020,9:00,Pakistan,20,0,
14/03/2020,9:00,Palestine,31,0,
14/03/2020,9:00,Panama,14,1,
14/03/2020,9:00,Paraguay,5,0,
14/03/2020,9:00,Peru,22,0,
14/03/2020,9:00,Philippines,52,2,
14/03/2020,9:00,Poland,49,1,
14/03/2020,9:00,Portugal,112,0,
14/03/2020,9:00,Qatar,24,0,
14/03/2020,9:00,Republic of Moldova,8,0,
14/03/2020,9:00,Réunion,3,0,
14/03/2020,9:00,Romania,64,0,
14/03/2020,9:00,Russia,34,0,
14/03/2020,9:00,Saint Barthélemy,1,0,
14/03/2020,9:00,Saint Martin,2,0,
14/03/2020,9:00,Saint Vincent and the Grenadines,1,0,
14/03/2020,9:00,San Marino,77,2,
14/03/2020,9:00,Saudi Arabia,21,0,
14/03/2020,9:00,Senegal,10,0,
14/03/2020,9:00,Serbia,19,0,
14/03/2020,9:00,Singapore,200,0,
14/03/2020,9:00,Slovakia,32,0,
14/03/2020,9:00,Slovenia,57,0,
14/03/2020,9:00,South Africa,17,0,
14/03/2020,9:00,Spain,4231,121,
14/03/2020,9:00,Sri Lanka,3,0,
14/03/2020,9:00,Sweden,775,0,
14/03/2020,9:00,Switzerland,1009,6,
14/03/2020,9:00,Taiwan,50,1,
14/03/2020,9:00,Thailand,75,1,
14/03/2020,9:00,Togo,1,0,
14/03/2020,9:00,Tunisia,7,0,
14/03/2020,9:00,Turkey,1,0,
14/03/2020,9:00,Ukraine,3,0,
14/03/2020,9:00,United Arab Emirates,85,0,
14/03/2020,9:00,United Kingdom,802,10,
14/03/2020,9:00,United States of America,1629,41,Excluding persons repatriated to the United States by chartered flight: 46 cases (Diamond Princess Cruise ship) and 3 cases (Wuhan)
14/03/2020,9:00,Viet Nam,39,0,
14/03/2020,18:00,Afghanistan,4,0,
14/03/2020,18:00,Albania,2,0,
14/03/2020,18:00,Algeria,17,1,
14/03/2020,18:00,Andorra,1,0,
14/03/2020,18:00,Argentina,31,1,
14/03/2020,18:00,Armenia,1,0,
14/03/2020,18:00,Australia,197,3,
14/03/2020,18:00,Austria,504,1,
14/03/2020,18:00,Azerbaijan,11,0,
14/03/2020,18:00,Bahrain,195,0,
14/03/2020,18:00,Bangladesh,3,0,
14/03/2020,18:00,Belarus,21,0,
14/03/2020,18:00,Belgium,559,3,
14/03/2020,18:00,Bhutan,1,0,
14/03/2020,18:00,Bolivia,3,0,
14/03/2020,18:00,Bosnia and Herzegovina,13,0,
14/03/2020,18:00,Brazil,77,0,
14/03/2020,18:00,Brunei Darussalam,12,0,
14/03/2020,18:00,Bulgaria,7,1,
14/03/2020,18:00,Burkina Faso,2,0,
14/03/2020,18:00,Cambodia,5,0,
14/03/2020,18:00,Cameroon,2,0,
14/03/2020,18:00,Canada,176,1,
14/03/2020,18:00,Chile,33,0,
14/03/2020,18:00,Colombia,9,0,
14/03/2020,18:00,Costa Rica,22,0,
14/03/2020,18:00,Côte d’Ivoire,1,0,
14/03/2020,18:00,Croatia,31,0,
14/03/2020,18:00,Cuba,3,0,
14/03/2020,18:00,Cyprus,14,0,
14/03/2020,18:00,Czech Republic,116,0,
14/03/2020,18:00,Democratic Republic of the Congo,1,0,
14/03/2020,18:00,Denmark,801,0,
14/03/2020,18:00,Dominican Republic,5,0,
14/03/2020,18:00,Ecuador,17,0,
14/03/2020,18:00,Egypt,67,1,
14/03/2020,18:00,Estonia,79,0,
14/03/2020,18:00,Faroe Islands,2,0,
14/03/2020,18:00,Finland,155,0,
14/03/2020,18:00,France,3661,79,
14/03/2020,18:00,French Guiana,6,0,
14/03/2020,18:00,French Polynesia,1,0,
14/03/2020,18:00,Georgia,25,0,
14/03/2020,18:00,Germany,3062,5,
14/03/2020,18:00,Gibraltar,1,0,
14/03/2020,18:00,Greece,133,1,
14/03/2020,18:00,Guernsey,1,0,
14/03/2020,18:00,Guyana,1,1,
14/03/2020,18:00,Holy See,1,0,
14/03/2020,18:00,Honduras,2,0,
14/03/2020,18:00,Hong Kong Special Administrative Region,141,4,Including 1 probable case
14/03/2020,18:00,Hungary,19,0,
14/03/2020,18:00,Iceland,126,0,
14/03/2020,18:00,India,74,1,
14/03/2020,18:00,Indonesia,34,1,
14/03/2020,18:00,Iran,11364,514,
14/03/2020,18:00,Iraq,70,7,
14/03/2020,18:00,Ireland,90,1,
14/03/2020,18:00,Israel,126,0,
14/03/2020,18:00,Italy,17660,1266,
14/03/2020,18:00,Jamaica,1,0,
14/03/2020,18:00,Japan,716,21,Excluding 697 cases were confirmed among passengers/crews in a cruise ship (including 7 fatal cases)
14/03/2020,18:00,Jersey,2,0,
14/03/2020,18:00,Jordan,1,0,
14/03/2020,18:00,Kazakhstan,1,0,
14/03/2020,18:00,Korea,8086,72,
14/03/2020,18:00,Kuwait,80,0,
14/03/2020,18:00,Latvia,17,0,
14/03/2020,18:00,Lebanon,66,3,
14/03/2020,18:00,Liechtenstein,4,0,
14/03/2020,18:00,Lithuania,6,0,
14/03/2020,18:00,Luxembourg,17,0,
14/03/2020,18:00,Macao Special Administrative Region,10,0,
14/03/2020,18:00,Malaysia,197,0,
14/03/2020,18:00,Maldives,8,0,
14/03/2020,18:00,Malta,9,0,
14/03/2020,18:00,Martinique,4,0,
14/03/2020,18:00,Mexico,12,0,
14/03/2020,18:00,Monaco,1,0,
14/03/2020,18:00,Mongolia,1,0,
14/03/2020,18:00,Morocco,6,1,
14/03/2020,18:00,Nepal,1,0,
14/03/2020,18:00,Netherlands,804,10,
14/03/2020,18:00,New Zealand,5,0,
14/03/2020,18:00,Nigeria,2,0,
14/03/2020,18:00,North Macedonia,9,0,
14/03/2020,18:00,Norway,750,1,
14/03/2020,18:00,Oman,18,0,
14/03/2020,18:00,Pakistan,20,0,
14/03/2020,18:00,Palestine,31,0,
14/03/2020,18:00,Panama,14,1,
14/03/2020,18:00,Paraguay,5,0,
14/03/2020,18:00,Peru,22,0,
14/03/2020,18:00,Philippines,52,2,
14/03/2020,18:00,Poland,49,1,
14/03/2020,18:00,Portugal,112,0,
14/03/2020,18:00,Qatar,24,0,
14/03/2020,18:00,Republic of Moldova,8,0,
14/03/2020,18:00,Réunion,3,0,
14/03/2020,18:00,Romania,64,0,
14/03/2020,18:00,Russia,34,0,
14/03/2020,18:00,Saint Barthélemy,1,0,
14/03/2020,18:00,Saint Martin,2,0,
14/03/2020,18:00,Saint Vincent and the Grenadines,1,0,
14/03/2020,18:00,San Marino,77,2,
14/03/2020,18:00,Saudi Arabia,21,0,
14/03/2020,18:00,Senegal,10,0,
14/03/2020,18:00,Serbia,19,0,
14/03/2020,18:00,Singapore,200,0,
14/03/2020,18:00,Slovakia,32,0,
14/03/2020,18:00,Slovenia,57,0,
14/03/2020,18:00,South Africa,17,0,
14/03/2020,18:00,Spain,4231,121,
14/03/2020,18:00,Sri Lanka,3,0,
14/03/2020,18:00,Sweden,775,0,
14/03/2020,18:00,Switzerland,1009,6,
14/03/2020,18:00,Taiwan,50,1,
14/03/2020,18:00,Thailand,75,1,
14/03/2020,18:00,Togo,1,0,
14/03/2020,18:00,Tunisia,7,0,
14/03/2020,18:00,Turkey,1,0,
14/03/2020,18:00,Ukraine,3,0,
14/03/2020,18:00,United Arab Emirates,85,0,
14/03/2020,18:00,United Kingdom,802,10,
14/03/2020,18:00,United States of America,1629,41,Excluding persons repatriated to the United States by chartered flight: 46 cases (Diamond Princess Cruise ship) and 3 cases (Wuhan)
14/03/2020,18:00,Viet Nam,39,0,
15/03/2020,9:00,Afghanistan,4,0,
15/03/2020,9:00,Albania,2,1,
15/03/2020,9:00,Algeria,17,2,
15/03/2020,9:00,Andorra,2,0,
15/03/2020,9:00,Antigua and Barbuda,1,0,
15/03/2020,9:00,Argentina,34,2,
15/03/2020,9:00,Armenia,8,0,
15/03/2020,9:00,Australia,197,3,
15/03/2020,9:00,Austria,655,1,
15/03/2020,9:00,Azerbaijan,19,0,
15/03/2020,9:00,Bahrain,211,0,
15/03/2020,9:00,Bangladesh,3,0,
15/03/2020,9:00,Belarus,21,0,
15/03/2020,9:00,Belgium,689,4,
15/03/2020,9:00,Bhutan,1,0,
15/03/2020,9:00,Bolivia,3,0,
15/03/2020,9:00,Bosnia and Herzegovina,13,0,
15/03/2020,9:00,Brazil,98,0,
15/03/2020,9:00,Brunei Darussalam,25,0,
15/03/2020,9:00,Bulgaria,7,1,
15/03/2020,9:00,Burkina Faso,2,0,
15/03/2020,9:00,Cambodia,7,0,
15/03/2020,9:00,Cameroon,2,0,
15/03/2020,9:00,Canada,244,5,
15/03/2020,9:00,Cayman Islands,1,0,
15/03/2020,9:00,Chile,43,0,
15/03/2020,9:00,Colombia,16,0,
15/03/2020,9:00,Costa Rica,23,0,
15/03/2020,9:00,Côte d’Ivoire,1,0,
15/03/2020,9:00,Croatia,31,0,
15/03/2020,9:00,Cuba,4,0,
15/03/2020,9:00,Cyprus,21,0,
15/03/2020,9:00,Czech Republic,150,0,
15/03/2020,9:00,Democratic Republic of the Congo,2,0,
15/03/2020,9:00,Denmark,827,0,
15/03/2020,9:00,Dominican Republic,5,0,
15/03/2020,9:00,Ecuador,23,0,
15/03/2020,9:00,Egypt,93,2,
15/03/2020,9:00,Estonia,79,0,
15/03/2020,9:00,Ethiopia,1,0,
15/03/2020,9:00,Faroe Islands,3,0,
15/03/2020,9:00,Finland,155,0,
15/03/2020,9:00,France,4500,91,
15/03/2020,9:00,French Guiana,6,0,
15/03/2020,9:00,French Polynesia,1,0,
15/03/2020,9:00,Gabon,1,0,
15/03/2020,9:00,Georgia,30,0,
15/03/2020,9:00,Germany,3795,8,
15/03/2020,9:00,Ghana,1,0,
15/03/2020,9:00,Gibraltar,1,0,
15/03/2020,9:00,Greece,190,1,
15/03/2020,9:00,Guadeloupe,1,0,
15/03/2020,9:00,Guernsey,1,0,
15/03/2020,9:00,Guinea,1,0,
15/03/2020,9:00,Guyana,6,1,
15/03/2020,9:00,Holy See,1,0,
15/03/2020,9:00,Honduras,2,0,
15/03/2020,9:00,Hong Kong Special Administrative Region,142,4,Including 1 probable case
15/03/2020,9:00,Hungary,25,0,
15/03/2020,9:00,Iceland,138,0,
15/03/2020,9:00,India,82,2,
15/03/2020,9:00,Indonesia,69,3,
15/03/2020,9:00,Iran,12729,611,
15/03/2020,9:00,Iraq,93,9,
15/03/2020,9:00,Ireland,129,2,
15/03/2020,9:00,Israel,100,0,
15/03/2020,9:00,Italy,21157,1268,
15/03/2020,9:00,Jamaica,7,0,
15/03/2020,9:00,Japan,780,22,Excluding 697 cases were confirmed among passengers/crews in a cruise ship (including 7 fatal cases)
15/03/2020,9:00,Jersey,2,0,
15/03/2020,9:00,Jordan,1,0,
15/03/2020,9:00,Kazakhstan,1,0,
15/03/2020,9:00,Kenya,1,0,
15/03/2020,9:00,Kuwait,100,0,
15/03/2020,9:00,Latvia,26,0,
15/03/2020,9:00,Lebanon,77,4,
15/03/2020,9:00,Liechtenstein,4,0,
15/03/2020,9:00,Lithuania,6,0,
15/03/2020,9:00,Luxembourg,38,1,
15/03/2020,9:00,Macao Special Administrative Region,10,0,
15/03/2020,9:00,Malaysia,238,0,
15/03/2020,9:00,Maldives,9,0,
15/03/2020,9:00,Malta,12,0,
15/03/2020,9:00,Martinique,6,0,
15/03/2020,9:00,Mexico,26,0,
15/03/2020,9:00,Monaco,2,0,
15/03/2020,9:00,Mongolia,1,0,
15/03/2020,9:00,Morocco,7,1,
15/03/2020,9:00,Nepal,1,0,
15/03/2020,9:00,Netherlands,959,12,
15/03/2020,9:00,New Zealand,6,0,
15/03/2020,9:00,Nigeria,2,0,
15/03/2020,9:00,North Macedonia,13,0,
15/03/2020,9:00,Norway,907,1,
15/03/2020,9:00,Palestine,31,0,
15/03/2020,9:00,Oman,19,0,
15/03/2020,9:00,Pakistan,21,0,
15/03/2020,9:00,Panama,27,1,
15/03/2020,9:00,Paraguay,6,0,
15/03/2020,9:00,Peru,28,0,
15/03/2020,9:00,Philippines,64,2,
15/03/2020,9:00,Poland,64,1,
15/03/2020,9:00,Portugal,112,0,
15/03/2020,9:00,Puerto Rico,3,0,
15/03/2020,9:00,Qatar,262,0,
15/03/2020,9:00,Korea,8162,75,
15/03/2020,9:00,Republic of Moldova,8,0,
15/03/2020,9:00,Réunion,5,0,
15/03/2020,9:00,Romania,113,0,
15/03/2020,9:00,Russia,34,0,
15/03/2020,9:00,Saint Barthélemy,1,0,
15/03/2020,9:00,Saint Martin,2,0,
15/03/2020,9:00,Saint Vincent and the Grenadines,1,0,
15/03/2020,9:00,San Marino,77,2,
15/03/2020,9:00,Saudi Arabia,62,0,
15/03/2020,9:00,Senegal,10,0,
15/03/2020,9:00,Serbia,31,0,
15/03/2020,9:00,Singapore,212,0,
15/03/2020,9:00,Slovakia,44,0,
15/03/2020,9:00,Slovenia,141,0,
15/03/2020,9:00,South Africa,17,0,
15/03/2020,9:00,Spain,5753,136,
15/03/2020,9:00,Sri Lanka,6,0,
15/03/2020,9:00,Sudan,1,0,
15/03/2020,9:00,Sweden,924,0,
15/03/2020,9:00,Switzerland,1188,11,
15/03/2020,9:00,Taiwan,53,1,
15/03/2020,9:00,Thailand,75,1,
15/03/2020,9:00,United Kingdom,1144,21,
15/03/2020,9:00,Togo,1,0,
15/03/2020,9:00,Trinidad and Tobago,1,0,
15/03/2020,9:00,Tunisia,16,0,
15/03/2020,9:00,Turkey,5,0,
15/03/2020,9:00,Ukraine,3,1,
15/03/2020,9:00,United Arab Emirates,85,0,
15/03/2020,9:00,United States of America,1629,41,Excluding persons repatriated to the United States by chartered flight: 46 cases (Diamond Princess Cruise ship) and 3 cases (Wuhan)
15/03/2020,9:00,Venezuela (Bolivarian Republic of),2,0,
15/03/2020,9:00,Viet Nam,48,0,
15/03/2020,18:00,Afghanistan,4,0,
15/03/2020,18:00,Albania,2,1,
15/03/2020,18:00,Algeria,17,2,
15/03/2020,18:00,Andorra,2,0,
15/03/2020,18:00,Antigua and Barbuda,1,0,
15/03/2020,18:00,Argentina,34,2,
15/03/2020,18:00,Armenia,8,0,
15/03/2020,18:00,Australia,249,3,
15/03/2020,18:00,Austria,800,1,
15/03/2020,18:00,Azerbaijan,19,0,
15/03/2020,18:00,Bahrain,211,0,
15/03/2020,18:00,Bangladesh,3,0,
15/03/2020,18:00,Belarus,21,0,
15/03/2020,18:00,Belgium,689,4,
15/03/2020,18:00,Bhutan,1,0,
15/03/2020,18:00,Bolivia,3,0,
15/03/2020,18:00,Bosnia and Herzegovina,13,0,
15/03/2020,18:00,Brazil,98,0,
