As of date,As of time,Mainland China,Number of reported/confirmed cases,Number of deaths,Remark,Number of newly confirmed cases reported in the past 14 days
16/05/2021,11:00,Liaoning,415,2,,7
16/05/2021,11:00,Anhui,999,6,,5
16/05/2021,11:00,Chongqing,598,6,,2
16/05/2021,11:00,Shaanxi,600,3,,10
16/05/2021,11:00,Tianjin,388,3,,3
16/05/2021,11:00,Fujian,599,1,,5
16/05/2021,11:00,Hunan,1045,4,,2
16/05/2021,11:00,Sichuan,1001,3,,20
16/05/2021,11:00,Gansu,193,2,,0
16/05/2021,11:00,Heilongjiang,1610,13,,0
16/05/2021,11:00,Jiangxi,937,1,,0
16/05/2021,11:00,Guangdong,2392,8,,42
16/05/2021,11:00,Guizhou,147,2,,0
16/05/2021,11:00,Shanghai,2031,7,,40
16/05/2021,11:00,Shandong,882,7,,6
16/05/2021,11:00,Guangxi Zhuang Autonomous Region,275,2,,1
16/05/2021,11:00,Yunnan,350,2,,7
16/05/2021,11:00,Inner Mongolia Autonomous Region,384,1,,4
16/05/2021,11:00,Zhejiang,1347,1,,3
16/05/2021,11:00,Henan,1310,22,,1
16/05/2021,11:00,Hebei,1317,7,,0
16/05/2021,11:00,Hainan,192,6,,0
16/05/2021,11:00,Jilin,572,3,,0
16/05/2021,11:00,Shanxi,252,0,,0
16/05/2021,11:00,Ningxia Hui Autonomous Region,76,0,,1
16/05/2021,11:00,Jiangsu,721,0,,2
16/05/2021,11:00,Xinjiang Uygur Autonomous Region,971,3,,0
16/05/2021,11:00,Qinghai,18,0,,0
16/05/2021,11:00,Tibet Autonomous Region,9,0,,0
16/05/2021,11:00,Xinjiang Production and Construction Corps,1,0,,0
17/05/2021,11:00,Hubei,68158,4512,,0
17/05/2021,11:00,Beijing,1057,9,,0
17/05/2021,11:00,Liaoning,418,2,,10
17/05/2021,11:00,Anhui,1001,6,,7
17/05/2021,11:00,Chongqing,598,6,,2
17/05/2021,11:00,Shaanxi,600,3,,10
17/05/2021,11:00,Tianjin,388,3,,3
17/05/2021,11:00,Fujian,599,1,,5
17/05/2021,11:00,Hunan,1046,4,,3
17/05/2021,11:00,Sichuan,1002,3,,20
17/05/2021,11:00,Gansu,193,2,,0
17/05/2021,11:00,Heilongjiang,1610,13,,0
17/05/2021,11:00,Jiangxi,937,1,,0
17/05/2021,11:00,Guangdong,2396,8,,42
17/05/2021,11:00,Guizhou,147,2,,0
17/05/2021,11:00,Shanghai,2037,7,,41
17/05/2021,11:00,Shandong,882,7,,6
17/05/2021,11:00,Guangxi Zhuang Autonomous Region,275,2,,1
17/05/2021,11:00,Yunnan,350,2,,7
17/05/2021,11:00,Inner Mongolia Autonomous Region,384,1,,3
17/05/2021,11:00,Zhejiang,1355,1,,11
17/05/2021,11:00,Henan,1310,22,,1
17/05/2021,11:00,Hebei,1317,7,,0
17/05/2021,11:00,Hainan,192,6,,0
17/05/2021,11:00,Jilin,572,3,,0
17/05/2021,11:00,Shanxi,252,0,,0
17/05/2021,11:00,Ningxia Hui Autonomous Region,76,0,,1
17/05/2021,11:00,Jiangsu,721,0,,2
17/05/2021,11:00,Xinjiang Uygur Autonomous Region,971,3,,0
17/05/2021,11:00,Qinghai,18,0,,0
17/05/2021,11:00,Tibet Autonomous Region,9,0,,0
17/05/2021,11:00,Xinjiang Production and Construction Corps,1,0,,0
18/05/2021,11:00,Hubei,68158,4512,,0
18/05/2021,11:00,Beijing,1057,9,,0
18/05/2021,11:00,Liaoning,422,2,,14
18/05/2021,11:00,Anhui,1001,6,,7
18/05/2021,11:00,Chongqing,598,6,,2
18/05/2021,11:00,Shaanxi,606,3,,16
18/05/2021,11:00,Tianjin,388,3,,3
18/05/2021,11:00,Fujian,600,1,,6
18/05/2021,11:00,Hunan,1047,4,,4
18/05/2021,11:00,Sichuan,1004,3,,16
18/05/2021,11:00,Gansu,193,2,,0
18/05/2021,11:00,Heilongjiang,1611,13,,1
18/05/2021,11:00,Jiangxi,937,1,,0
18/05/2021,11:00,Guangdong,2397,8,,39
18/05/2021,11:00,Guizhou,147,2,,0
18/05/2021,11:00,Shanghai,2041,7,,42
18/05/2021,11:00,Shandong,883,7,,5
18/05/2021,11:00,Guangxi Zhuang Autonomous Region,275,2,,1
18/05/2021,11:00,Yunnan,350,2,,6
18/05/2021,11:00,Inner Mongolia Autonomous Region,384,1,,3
18/05/2021,11:00,Zhejiang,1356,1,,12
18/05/2021,11:00,Henan,1310,22,,1
18/05/2021,11:00,Hebei,1317,7,,0
18/05/2021,11:00,Hainan,192,6,,0
18/05/2021,11:00,Jilin,572,3,,0
18/05/2021,11:00,Shanxi,252,0,,0
18/05/2021,11:00,Ningxia Hui Autonomous Region,76,0,,1
18/05/2021,11:00,Jiangsu,721,0,,1
18/05/2021,11:00,Xinjiang Uygur Autonomous Region,971,3,,0
18/05/2021,11:00,Qinghai,18,0,,0
18/05/2021,11:00,Tibet Autonomous Region,9,0,,0
18/05/2021,11:00,Xinjiang Production and Construction Corps,1,0,,0
19/05/2021,11:00,Hubei,68159,4512,,1
19/05/2021,11:00,Beijing,1057,9,,0
19/05/2021,11:00,Liaoning,422,2,,14
19/05/2021,11:00,Anhui,1001,6,,7
19/05/2021,11:00,Chongqing,598,6,,2
19/05/2021,11:00,Shaanxi,608,3,,18
19/05/2021,11:00,Tianjin,388,3,,2
19/05/2021,11:00,Fujian,600,1,,6
19/05/2021,11:00,Hunan,1047,4,,4
19/05/2021,11:00,Sichuan,1004,3,,14
19/05/2021,11:00,Gansu,193,2,,0
19/05/2021,11:00,Heilongjiang,1611,13,,1
19/05/2021,11:00,Jiangxi,937,1,,0
19/05/2021,11:00,Guangdong,2398,8,,39
19/05/2021,11:00,Guizhou,147,2,,0
19/05/2021,11:00,Shanghai,2050,7,,51
19/05/2021,11:00,Shandong,883,7,,4
19/05/2021,11:00,Guangxi Zhuang Autonomous Region,275,2,,0
19/05/2021,11:00,Yunnan,350,2,,6
19/05/2021,11:00,Inner Mongolia Autonomous Region,384,1,,2
19/05/2021,11:00,Zhejiang,1356,1,,12
19/05/2021,11:00,Henan,1310,22,,1
19/05/2021,11:00,Hebei,1317,7,,0
19/05/2021,11:00,Hainan,192,6,,0
19/05/2021,11:00,Jilin,572,3,,0
19/05/2021,11:00,Shanxi,252,0,,0
19/05/2021,11:00,Ningxia Hui Autonomous Region,76,0,,1
19/05/2021,11:00,Jiangsu,722,0,,2
19/05/2021,11:00,Xinjiang Uygur Autonomous Region,971,3,,0
19/05/2021,11:00,Qinghai,18,0,,0
19/05/2021,11:00,Tibet Autonomous Region,9,0,,0
19/05/2021,11:00,Xinjiang Production and Construction Corps,1,0,,0
20/05/2021,11:00,Hubei,68159,4512,,1
20/05/2021,11:00,Beijing,1057,9,,0
20/05/2021,11:00,Liaoning,423,2,,15
20/05/2021,11:00,Anhui,1001,6,,7
20/05/2021,11:00,Chongqing,598,6,,2
20/05/2021,11:00,Shaanxi,609,3,,19
20/05/2021,11:00,Tianjin,389,3,,3
20/05/2021,11:00,Fujian,600,1,,6
20/05/2021,11:00,Hunan,1047,4,,4
20/05/2021,11:00,Sichuan,1005,3,,13
20/05/2021,11:00,Gansu,193,2,,0
20/05/2021,11:00,Heilongjiang,1611,13,,1
20/05/2021,11:00,Jiangxi,937,1,,0
20/05/2021,11:00,Guangdong,2399,8,,39
20/05/2021,11:00,Guizhou,147,2,,0
20/05/2021,11:00,Shanghai,2052,7,,53
20/05/2021,11:00,Shandong,883,7,,4
20/05/2021,11:00,Guangxi Zhuang Autonomous Region,275,2,,0
20/05/2021,11:00,Yunnan,350,2,,4
20/05/2021,11:00,Inner Mongolia Autonomous Region,384,1,,2
20/05/2021,11:00,Zhejiang,1361,1,,17
20/05/2021,11:00,Henan,1310,22,,1
20/05/2021,11:00,Hebei,1317,7,,0
20/05/2021,11:00,Hainan,192,6,,0
20/05/2021,11:00,Jilin,572,3,,0
20/05/2021,11:00,Shanxi,252,0,,0
20/05/2021,11:00,Ningxia Hui Autonomous Region,76,0,,1
20/05/2021,11:00,Jiangsu,722,0,,2
20/05/2021,11:00,Xinjiang Uygur Autonomous Region,971,3,,0
20/05/2021,11:00,Qinghai,18,0,,0
20/05/2021,11:00,Tibet Autonomous Region,9,0,,0
20/05/2021,11:00,Xinjiang Production and Construction Corps,1,0,,0
21/05/2021,11:00,Hubei,68159,4512,,1
21/05/2021,11:00,Beijing,1057,9,,0
21/05/2021,11:00,Liaoning,423,2,,15
21/05/2021,11:00,Anhui,1001,6,,7
21/05/2021,11:00,Chongqing,598,6,,2
21/05/2021,11:00,Shaanxi,609,3,,18
21/05/2021,11:00,Tianjin,389,3,,3
21/05/2021,11:00,Fujian,611,1,,15
21/05/2021,11:00,Hunan,1048,4,,5
21/05/2021,11:00,Sichuan,1006,3,,14
21/05/2021,11:00,Gansu,193,2,,0
21/05/2021,11:00,Heilongjiang,1611,13,,1
21/05/2021,11:00,Jiangxi,937,1,,0
21/05/2021,11:00,Guangdong,2400,8,,35
21/05/2021,11:00,Guizhou,147,2,,0
21/05/2021,11:00,Shanghai,2061,7,,57
21/05/2021,11:00,Shandong,883,7,,4
21/05/2021,11:00,Guangxi Zhuang Autonomous Region,275,2,,0
21/05/2021,11:00,Yunnan,350,2,,4
21/05/2021,11:00,Inner Mongolia Autonomous Region,384,1,,2
21/05/2021,11:00,Zhejiang,1361,1,,17
21/05/2021,11:00,Henan,1311,22,,2
21/05/2021,11:00,Hebei,1317,7,,0
21/05/2021,11:00,Hainan,192,6,,0
21/05/2021,11:00,Jilin,572,3,,0
21/05/2021,11:00,Shanxi,252,0,,0
21/05/2021,11:00,Ningxia Hui Autonomous Region,76,0,,1
21/05/2021,11:00,Jiangsu,722,0,,2
21/05/2021,11:00,Xinjiang Uygur Autonomous Region,971,3,,0
21/05/2021,11:00,Qinghai,18,0,,0
21/05/2021,11:00,Tibet Autonomous Region,9,0,,0
21/05/2021,11:00,Xinjiang Production and Construction Corps,1,0,,0
22/05/2021,11:00,Hubei,68159,4512,,1
22/05/2021,11:00,Beijing,1057,9,,0
22/05/2021,11:00,Liaoning,424,2,,16
22/05/2021,11:00,Anhui,1001,6,,7
22/05/2021,11:00,Chongqing,598,6,,1
22/05/2021,11:00,Shaanxi,609,3,,17
22/05/2021,11:00,Tianjin,389,3,,2
22/05/2021,11:00,Fujian,611,1,,15
22/05/2021,11:00,Hunan,1048,4,,4
22/05/2021,11:00,Sichuan,1008,3,,16
22/05/2021,11:00,Gansu,193,2,,0
22/05/2021,11:00,Heilongjiang,1611,13,,1
22/05/2021,11:00,Jiangxi,937,1,,0
22/05/2021,11:00,Guangdong,2406,8,,41
22/05/2021,11:00,Guizhou,147,2,,0
22/05/2021,11:00,Shanghai,2062,7,,56
22/05/2021,11:00,Shandong,883,7,,4
22/05/2021,11:00,Guangxi Zhuang Autonomous Region,275,2,,0
22/05/2021,11:00,Yunnan,350,2,,4
22/05/2021,11:00,Inner Mongolia Autonomous Region,384,1,,2
22/05/2021,11:00,Zhejiang,1361,1,,16
22/05/2021,11:00,Henan,1311,22,,2
22/05/2021,11:00,Hebei,1317,7,,0
22/05/2021,11:00,Hainan,192,6,,0
22/05/2021,11:00,Jilin,572,3,,0
22/05/2021,11:00,Shanxi,252,0,,0
22/05/2021,11:00,Ningxia Hui Autonomous Region,76,0,,1
22/05/2021,11:00,Jiangsu,722,0,,2
22/05/2021,11:00,Xinjiang Uygur Autonomous Region,971,3,,0
22/05/2021,11:00,Qinghai,18,0,,0
22/05/2021,11:00,Tibet Autonomous Region,9,0,,0
22/05/2021,11:00,Xinjiang Production and Construction Corps,1,0,,0
23/05/2021,11:00,Hubei,68159,4512,,1
23/05/2021,11:00,Beijing,1058,9,,1
23/05/2021,11:00,Liaoning,425,2,,17
23/05/2021,11:00,Anhui,1002,6,,8
23/05/2021,11:00,Chongqing,598,6,,1
23/05/2021,11:00,Shaanxi,609,3,,17
23/05/2021,11:00,Tianjin,390,3,,3
23/05/2021,11:00,Fujian,613,1,,17
23/05/2021,11:00,Hunan,1048,4,,4
23/05/2021,11:00,Sichuan,1012,3,,20
23/05/2021,11:00,Gansu,193,2,,0
23/05/2021,11:00,Heilongjiang,1611,13,,1
23/05/2021,11:00,Jiangxi,937,1,,0
23/05/2021,11:00,Guangdong,2409,8,,39
23/05/2021,11:00,Guizhou,147,2,,0
23/05/2021,11:00,Shanghai,2066,7,,54
23/05/2021,11:00,Shandong,883,7,,4
23/05/2021,11:00,Guangxi Zhuang Autonomous Region,275,2,,0
23/05/2021,11:00,Yunnan,351,2,,5
23/05/2021,11:00,Inner Mongolia Autonomous Region,384,1,,2
23/05/2021,11:00,Zhejiang,1362,1,,17
23/05/2021,11:00,Henan,1311,22,,2
23/05/2021,11:00,Hebei,1317,7,,0
23/05/2021,11:00,Hainan,192,6,,0
23/05/2021,11:00,Jilin,572,3,,0
23/05/2021,11:00,Shanxi,252,0,,0
23/05/2021,11:00,Ningxia Hui Autonomous Region,76,0,,0
23/05/2021,11:00,Jiangsu,722,0,,2
23/05/2021,11:00,Xinjiang Uygur Autonomous Region,971,3,,0
23/05/2021,11:00,Qinghai,18,0,,0
23/05/2021,11:00,Tibet Autonomous Region,9,0,,0
23/05/2021,11:00,Xinjiang Production and Construction Corps,1,0,,0
24/05/2021,11:00,Hubei,68159,4512,,1
24/05/2021,11:00,Beijing,1058,9,,1
24/05/2021,11:00,Liaoning,425,2,,17
24/05/2021,11:00,Anhui,1002,6,,8
24/05/2021,11:00,Chongqing,598,6,,1
24/05/2021,11:00,Shaanxi,611,3,,17
24/05/2021,11:00,Tianjin,391,3,,4
24/05/2021,11:00,Fujian,614,1,,18
24/05/2021,11:00,Hunan,1049,4,,5
24/05/2021,11:00,Sichuan,1015,3,,22
24/05/2021,11:00,Gansu,194,2,,1
24/05/2021,11:00,Heilongjiang,1612,13,,2
24/05/2021,11:00,Jiangxi,937,1,,0
24/05/2021,11:00,Guangdong,2412,8,,40
24/05/2021,11:00,Guizhou,147,2,,0
24/05/2021,11:00,Shanghai,2069,7,,53
24/05/2021,11:00,Shandong,883,7,,4
24/05/2021,11:00,Guangxi Zhuang Autonomous Region,275,2,,0
24/05/2021,11:00,Yunnan,351,2,,4
24/05/2021,11:00,Inner Mongolia Autonomous Region,385,1,,3
24/05/2021,11:00,Zhejiang,1362,1,,16
24/05/2021,11:00,Henan,1311,22,,2
24/05/2021,11:00,Hebei,1317,7,,0
24/05/2021,11:00,Hainan,192,6,,0
24/05/2021,11:00,Jilin,572,3,,0
24/05/2021,11:00,Shanxi,252,0,,0
24/05/2021,11:00,Ningxia Hui Autonomous Region,76,0,,0
24/05/2021,11:00,Jiangsu,723,0,,3
24/05/2021,11:00,Xinjiang Uygur Autonomous Region,971,3,,0
24/05/2021,11:00,Qinghai,18,0,,0
24/05/2021,11:00,Tibet Autonomous Region,9,0,,0
24/05/2021,11:00,Xinjiang Production and Construction Corps,1,0,,0
25/05/2021,11:00,Hubei,68159,4512,,1
25/05/2021,11:00,Beijing,1058,9,,1
25/05/2021,11:00,Liaoning,425,2,,17
25/05/2021,11:00,Anhui,1004,6,,10
25/05/2021,11:00,Chongqing,598,6,,0
25/05/2021,11:00,Shaanxi,612,3,,17
25/05/2021,11:00,Tianjin,393,3,,6
25/05/2021,11:00,Fujian,616,1,,18
25/05/2021,11:00,Hunan,1050,4,,5
25/05/2021,11:00,Sichuan,1016,3,,19
25/05/2021,11:00,Gansu,194,2,,1
25/05/2021,11:00,Heilongjiang,1612,13,,2
25/05/2021,11:00,Jiangxi,937,1,,0
25/05/2021,11:00,Guangdong,2412,8,,39
25/05/2021,11:00,Guizhou,147,2,,0
25/05/2021,11:00,Shanghai,2072,7,,52
25/05/2021,11:00,Shandong,883,7,,4
25/05/2021,11:00,Guangxi Zhuang Autonomous Region,275,2,,0
25/05/2021,11:00,Yunnan,351,2,,4
25/05/2021,11:00,Inner Mongolia Autonomous Region,385,1,,3
25/05/2021,11:00,Zhejiang,1362,1,,16
25/05/2021,11:00,Henan,1311,22,,2
25/05/2021,11:00,Hebei,1317,7,,0
25/05/2021,11:00,Hainan,192,6,,0
25/05/2021,11:00,Jilin,572,3,,0
25/05/2021,11:00,Shanxi,254,0,,2
25/05/2021,11:00,Ningxia Hui Autonomous Region,76,0,,0
25/05/2021,11:00,Jiangsu,724,0,,4
25/05/2021,11:00,Xinjiang Uygur Autonomous Region,971,3,,0
25/05/2021,11:00,Qinghai,18,0,,0
25/05/2021,11:00,Tibet Autonomous Region,9,0,,0
25/05/2021,11:00,Xinjiang Production and Construction Corps,1,0,,0
26/05/2021,11:00,Hubei,68159,4512,,1
26/05/2021,11:00,Beijing,1058,9,,1
26/05/2021,11:00,Liaoning,425,2,,17
26/05/2021,11:00,Anhui,1004,6,,10
26/05/2021,11:00,Chongqing,598,6,,0
26/05/2021,11:00,Shaanxi,613,3,,17
26/05/2021,11:00,Tianjin,393,3,,6
26/05/2021,11:00,Fujian,617,1,,19
26/05/2021,11:00,Hunan,1050,4,,5
26/05/2021,11:00,Sichuan,1018,3,,20
26/05/2021,11:00,Gansu,194,2,,1
26/05/2021,11:00,Heilongjiang,1612,13,,2
26/05/2021,11:00,Jiangxi,937,1,,0
26/05/2021,11:00,Guangdong,2413,8,,32
26/05/2021,11:00,Guizhou,147,2,,0
26/05/2021,11:00,Shanghai,2078,7,,55
26/05/2021,11:00,Shandong,883,7,,3
26/05/2021,11:00,Guangxi Zhuang Autonomous Region,275,2,,0
26/05/2021,11:00,Yunnan,351,2,,4
26/05/2021,11:00,Inner Mongolia Autonomous Region,385,1,,3
26/05/2021,11:00,Zhejiang,1363,1,,16
26/05/2021,11:00,Henan,1311,22,,2
26/05/2021,11:00,Hebei,1317,7,,0
26/05/2021,11:00,Hainan,192,6,,0
26/05/2021,11:00,Jilin,572,3,,0
26/05/2021,11:00,Shanxi,254,0,,2
26/05/2021,11:00,Ningxia Hui Autonomous Region,76,0,,0
26/05/2021,11:00,Jiangsu,725,0,,4
26/05/2021,11:00,Xinjiang Uygur Autonomous Region,971,3,,0
26/05/2021,11:00,Qinghai,18,0,,0
26/05/2021,11:00,Tibet Autonomous Region,9,0,,0
26/05/2021,11:00,Xinjiang Production and Construction Corps,1,0,,0
27/05/2021,11:00,Hubei,68159,4512,,1
27/05/2021,11:00,Beijing,1059,9,,2
27/05/2021,11:00,Liaoning,425,2,,17
27/05/2021,11:00,Anhui,1004,6,,10
27/05/2021,11:00,Chongqing,598,6,,0
27/05/2021,11:00,Shaanxi,613,3,,16
27/05/2021,11:00,Tianjin,393,3,,5
27/05/2021,11:00,Fujian,618,1,,20
27/05/2021,11:00,Hunan,1050,4,,5
27/05/2021,11:00,Sichuan,1019,3,,20
27/05/2021,11:00,Gansu,194,2,,1
27/05/2021,11:00,Heilongjiang,1612,13,,2
27/05/2021,11:00,Jiangxi,937,1,,0
27/05/2021,11:00,Guangdong,2427,8,,44
27/05/2021,11:00,Guizhou,147,2,,0
27/05/2021,11:00,Shanghai,2079,7,,54
27/05/2021,11:00,Shandong,883,7,,2
27/05/2021,11:00,Guangxi Zhuang Autonomous Region,275,2,,0
27/05/2021,11:00,Yunnan,351,2,,4
27/05/2021,11:00,Inner Mongolia Autonomous Region,386,1,,3
27/05/2021,11:00,Zhejiang,1363,1,,16
27/05/2021,11:00,Henan,1311,22,,2
27/05/2021,11:00,Hebei,1317,7,,0
27/05/2021,11:00,Hainan,192,6,,0
27/05/2021,11:00,Jilin,572,3,,0
27/05/2021,11:00,Shanxi,254,0,,2
27/05/2021,11:00,Ningxia Hui Autonomous Region,76,0,,0
27/05/2021,11:00,Jiangsu,725,0,,4
27/05/2021,11:00,Xinjiang Uygur Autonomous Region,971,3,,0
27/05/2021,11:00,Qinghai,18,0,,0
27/05/2021,11:00,Tibet Autonomous Region,9,0,,0
27/05/2021,11:00,Xinjiang Production and Construction Corps,1,0,,0
28/05/2021,11:00,Hubei,68159,4512,,1
28/05/2021,11:00,Beijing,1059,9,,2
28/05/2021,11:00,Liaoning,425,2,,17
28/05/2021,11:00,Anhui,1004,6,,8
28/05/2021,11:00,Chongqing,598,6,,0
28/05/2021,11:00,Shaanxi,613,3,,16
28/05/2021,11:00,Tianjin,393,3,,5
28/05/2021,11:00,Fujian,618,1,,19
28/05/2021,11:00,Hunan,1050,4,,5
28/05/2021,11:00,Sichuan,1022,3,,23
28/05/2021,11:00,Gansu,194,2,,1
28/05/2021,11:00,Heilongjiang,1612,13,,2
28/05/2021,11:00,Jiangxi,937,1,,0
28/05/2021,11:00,Guangdong,2428,8,,42
28/05/2021,11:00,Guizhou,147,2,,0
28/05/2021,11:00,Shanghai,2081,7,,55
28/05/2021,11:00,Shandong,883,7,,2
28/05/2021,11:00,Guangxi Zhuang Autonomous Region,275,2,,0
28/05/2021,11:00,Yunnan,351,2,,4
28/05/2021,11:00,Inner Mongolia Autonomous Region,386,1,,3
28/05/2021,11:00,Zhejiang,1363,1,,16
28/05/2021,11:00,Henan,1311,22,,2
28/05/2021,11:00,Hebei,1317,7,,0
28/05/2021,11:00,Hainan,192,6,,0
28/05/2021,11:00,Jilin,572,3,,0
28/05/2021,11:00,Shanxi,254,0,,2
28/05/2021,11:00,Ningxia Hui Autonomous Region,76,0,,0
28/05/2021,11:00,Jiangsu,726,0,,5
28/05/2021,11:00,Xinjiang Uygur Autonomous Region,971,3,,0
28/05/2021,11:00,Qinghai,18,0,,0
28/05/2021,11:00,Tibet Autonomous Region,9,0,,0
28/05/2021,11:00,Xinjiang Production and Construction Corps,1,0,,0
29/05/2021,11:00,Hubei,68159,4512,,1
29/05/2021,11:00,Beijing,1059,9,,2
29/05/2021,11:00,Liaoning,425,2,,14
29/05/2021,11:00,Anhui,1004,6,,5
29/05/2021,11:00,Chongqing,598,6,,0
29/05/2021,11:00,Shaanxi,615,3,,16
29/05/2021,11:00,Tianjin,393,3,,5
29/05/2021,11:00,Fujian,619,1,,20
29/05/2021,11:00,Hunan,1050,4,,5
29/05/2021,11:00,Sichuan,1024,3,,24
29/05/2021,11:00,Gansu,194,2,,1
29/05/2021,11:00,Heilongjiang,1612,13,,2
29/05/2021,11:00,Jiangxi,937,1,,0
29/05/2021,11:00,Guangdong,2431,8,,44
29/05/2021,11:00,Guizhou,147,2,,0
29/05/2021,11:00,Shanghai,2088,7,,59
29/05/2021,11:00,Shandong,883,7,,1
29/05/2021,11:00,Guangxi Zhuang Autonomous Region,275,2,,0
29/05/2021,11:00,Yunnan,351,2,,4
29/05/2021,11:00,Inner Mongolia Autonomous Region,386,1,,3
29/05/2021,11:00,Zhejiang,1364,1,,17
29/05/2021,11:00,Henan,1311,22,,2
29/05/2021,11:00,Hebei,1317,7,,0
29/05/2021,11:00,Hainan,192,6,,0
29/05/2021,11:00,Jilin,572,3,,0
29/05/2021,11:00,Shanxi,254,0,,2
29/05/2021,11:00,Ningxia Hui Autonomous Region,76,0,,0
29/05/2021,11:00,Jiangsu,726,0,,5
29/05/2021,11:00,Xinjiang Uygur Autonomous Region,971,3,,0
29/05/2021,11:00,Qinghai,18,0,,0
29/05/2021,11:00,Tibet Autonomous Region,9,0,,0
29/05/2021,11:00,Xinjiang Production and Construction Corps,1,0,,0
30/05/2021,11:00,Hubei,68159,4512,,1
30/05/2021,11:00,Beijing,1059,9,,2
30/05/2021,11:00,Liaoning,425,2,,10
30/05/2021,11:00,Anhui,1004,6,,5
30/05/2021,11:00,Chongqing,598,6,,0
30/05/2021,11:00,Shaanxi,616,3,,16
30/05/2021,11:00,Tianjin,393,3,,5
30/05/2021,11:00,Fujian,621,1,,22
30/05/2021,11:00,Hunan,1050,4,,5
30/05/2021,11:00,Sichuan,1025,3,,24
30/05/2021,11:00,Gansu,194,2,,1
30/05/2021,11:00,Heilongjiang,1612,13,,2
30/05/2021,11:00,Jiangxi,937,1,,0
30/05/2021,11:00,Guangdong,2432,8,,40
30/05/2021,11:00,Guizhou,147,2,,0
30/05/2021,11:00,Shanghai,2093,7,,62
30/05/2021,11:00,Shandong,883,7,,1
30/05/2021,11:00,Guangxi Zhuang Autonomous Region,275,2,,0
30/05/2021,11:00,Yunnan,351,2,,1
30/05/2021,11:00,Inner Mongolia Autonomous Region,387,1,,3
30/05/2021,11:00,Zhejiang,1364,1,,17
30/05/2021,11:00,Henan,1311,22,,1
30/05/2021,11:00,Hebei,1317,7,,0
30/05/2021,11:00,Hainan,192,6,,0
30/05/2021,11:00,Jilin,572,3,,0
30/05/2021,11:00,Shanxi,254,0,,2
30/05/2021,11:00,Ningxia Hui Autonomous Region,76,0,,0
30/05/2021,11:00,Jiangsu,726,0,,5
30/05/2021,11:00,Xinjiang Uygur Autonomous Region,971,3,,0
30/05/2021,11:00,Qinghai,18,0,,0
30/05/2021,11:00,Tibet Autonomous Region,9,0,,0
30/05/2021,11:00,Xinjiang Production and Construction Corps,1,0,,0
31/05/2021,11:00,Hubei,68159,4512,,1
31/05/2021,11:00,Beijing,1059,9,,2
31/05/2021,11:00,Liaoning,425,2,,7
31/05/2021,11:00,Anhui,1004,6,,3
31/05/2021,11:00,Chongqing,598,6,,0
31/05/2021,11:00,Shaanxi,616,3,,16
31/05/2021,11:00,Tianjin,393,3,,5
31/05/2021,11:00,Fujian,622,1,,23
31/05/2021,11:00,Hunan,1050,4,,4
31/05/2021,11:00,Sichuan,1025,3,,23
31/05/2021,11:00,Gansu,194,2,,1
31/05/2021,11:00,Heilongjiang,1612,13,,2
31/05/2021,11:00,Jiangxi,937,1,,0
31/05/2021,11:00,Guangdong,2455,8,,59
31/05/2021,11:00,Guizhou,147,2,,0
31/05/2021,11:00,Shanghai,2095,7,,58
31/05/2021,11:00,Shandong,883,7,,1
31/05/2021,11:00,Guangxi Zhuang Autonomous Region,275,2,,0
31/05/2021,11:00,Yunnan,351,2,,1
31/05/2021,11:00,Inner Mongolia Autonomous Region,387,1,,3
31/05/2021,11:00,Zhejiang,1364,1,,9
31/05/2021,11:00,Henan,1312,22,,2
31/05/2021,11:00,Hebei,1317,7,,0
31/05/2021,11:00,Hainan,192,6,,0
31/05/2021,11:00,Jilin,572,3,,0
31/05/2021,11:00,Shanxi,254,0,,2
31/05/2021,11:00,Ningxia Hui Autonomous Region,76,0,,0
31/05/2021,11:00,Jiangsu,726,0,,5
31/05/2021,11:00,Xinjiang Uygur Autonomous Region,971,3,,0
31/05/2021,11:00,Qinghai,18,0,,0
31/05/2021,11:00,Tibet Autonomous Region,9,0,,0
31/05/2021,11:00,Xinjiang Production and Construction Corps,1,0,,0
01/06/2021,11:00,Hubei,68159,4512,,1
01/06/2021,11:00,Beijing,1059,9,,2
01/06/2021,11:00,Liaoning,425,2,,3
01/06/2021,11:00,Anhui,1004,6,,3
01/06/2021,11:00,Chongqing,598,6,,0
01/06/2021,11:00,Shaanxi,616,3,,10
01/06/2021,11:00,Tianjin,393,3,,5
01/06/2021,11:00,Fujian,622,1,,22
01/06/2021,11:00,Hunan,1050,4,,3
01/06/2021,11:00,Sichuan,1027,3,,23
01/06/2021,11:00,Gansu,194,2,,1
01/06/2021,11:00,Heilongjiang,1612,13,,1
01/06/2021,11:00,Jiangxi,937,1,,0
01/06/2021,11:00,Guangdong,2468,8,,71
01/06/2021,11:00,Guizhou,147,2,,0
01/06/2021,11:00,Shanghai,2102,7,,61
01/06/2021,11:00,Shandong,883,7,,0
01/06/2021,11:00,Guangxi Zhuang Autonomous Region,275,2,,0
01/06/2021,11:00,Yunnan,351,2,,1
01/06/2021,11:00,Inner Mongolia Autonomous Region,387,1,,3
01/06/2021,11:00,Zhejiang,1364,1,,8
01/06/2021,11:00,Henan,1312,22,,2
01/06/2021,11:00,Hebei,1317,7,,0
01/06/2021,11:00,Hainan,192,6,,0
01/06/2021,11:00,Jilin,572,3,,0
